clean_text,final_label,source_langue,pays
ممثلة الحكومة الإسبانية فسبتة شعلات العافية بسباب تصريحاتها فتح الحدود نهار يتلاقا سانشيز بالملك محمد السادس,neutral,arabe,maroc
lach achno dar mani qaltiha,neutral,latin,maroc
هه واني ندخل وخة نخربقها نرجع بززاف لجوايج كنشكركم عايها,positive,arabe,maroc
وقيلة الحي اللاتيني خدمتيني دابا غادي نوض نقلب,neutral,arabe,maroc
خير مافعلت,positive,arabe,maroc
تأسيس جمعية أصدقاء المغرب فالمكسيك وتنظيم رواق مغربي تنوع حرف صناعتنا التقليدية وها رد البوليساريو,neutral,arabe,maroc
الناس تربح الملايير وانتم تربحون,negative,arabe,maroc
o howa sadiq haidy yaani ja bch irfaa maanawyat haidy aala hissab baqi talaba,neutral,latin,maroc
ضحايا إرهاب البوليساريو الإسبانيين ففترة الاستعمار دعم مبادرة الحكم الذاتي فالصحرا الحل المناسب وصفحة جرائم الجبهة فحقنا ماغاديش تطوى,neutral,arabe,maroc
فين وصل الپروجي ديال أطول كابل بحري طاقي فالعالم اللي غيربط المغرب وبريطانيا,neutral,arabe,maroc
عاش الملك,positive,arabe,maroc
هاد قطاع متضهور هدى زمان حوكومات سابقة لأدات هاد الوضع اصلاح خاصو وقت خدما ماشي تعمرو شعب هاد حكومة باش توصلو فاسدين,negative,arabe,maroc
ينصلح سنوفر سنحقق سنعمل سننجز سنحلم معكم إستعمال حرف السين يرث ألله الأرض عليها,negative,arabe,maroc
daba kayn ghir régime hta ana w touhchte cheesecake,neutral,latin,maroc
aah w ana nfhm alach yalah badyin hh had lknya andek makhafyach alia,neutral,latin,maroc
frehna mejmouain f aerss khouya allah ikamel lihom b lkhir,positive,latin,maroc
تطوير وتعميم التعليم الأولي الاتفاقيات اللي سيناها اليوم الوزير بنموسى,neutral,arabe,maroc
الثقة الحب الالتزام,positive,arabe,maroc
قال سلفكم تشابهت قلوبكم وأقوالكم,negative,arabe,maroc
وزير النقل خاص نحيدو التيست للمسافرين جايين للمغرب ماشي انا درتو قرار حكومي,neutral,arabe,maroc
hh o ana tanya obaqii bazaff jomhorr salomm kbirr siro nakarin lkhair,negative,latin,maroc
talbo bi oghniyat jbal rif ahssan man maghribiya wa aftakhir,positive,latin,maroc
الحمد لله ، أنعم لله علينا بخيرات البر والبحر ، السمك المغربي الرخويات فواكه البحر,positive,arabe,maroc
babak ydir lik tahtah hit baqa chaala daw htal had saa siri tnohno ya momo,negative,latin,maroc
والله تم والله تم والله اشرف دافع الشعب وربما اكتر عبد الرحمن اليوسفي تأملوا المغرب كانت الحقبة ان يمسكها بن كيران كنا والوا الرجل خدم البلاد وقدم الكتير ولن نرى رجلا مثله البلاد والأيام بيننا تنصروه وانتم اقلية,positive,arabe,maroc
شكرا للمختبر وللكلية هده الندوة الهامة كانت مداخلات هامة قدمت قيمة مضافة ونوعية,positive,arabe,maroc
وعدتنا بمحاربة الفساد ونجحت محاربة الميكا هدا يسمى نفاق ونصب ويجب ان تعتدر للشعب,negative,arabe,maroc
بكل بساطة لأنها جميلة,positive,arabe,maroc
,negative,arabe,maroc
hh ylh hana nbqa ndir lik gha like o mancommentich ms ghnbqa ndhak b muet hh iih ila jawbki o almini,positive,latin,maroc
أبناك تفاقم العجز فوضعية الصرف,neutral,arabe,maroc
أتنبأ بمستقبل مميز بإذن الله تعالى,positive,arabe,maroc
mabrouk best female artist b tgh flmya f fox music,positive,latin,maroc
قالوها فالقصر ديال الخياط المحرشي فالرباطقادة البام مكاينش تعديل حكومي,neutral,arabe,maroc
عفاف العريبي الصديقة تستحق التشجيع والدعاء الاستمرارية عالم اليوتيوب والمساهمة الارتقاء بالمحتوى المغربي,positive,arabe,maroc
siri nti hada kbir alik knti aad tzaditi hh,negative,latin,maroc
waa haydoni mn lmanchn o dirolibghito,neutral,latin,maroc
عاش الحدادي عاش خانه، مرحبا صف الاحرار,positive,arabe,maroc
واشنطن كاعية رئيس تونس حتارمتيش القواعد الديموقراطية,neutral,arabe,maroc
jat ibtissam dargat ala kolchiihessit biha bdat katghaar o mssimima maa rassha hh,negative,latin,maroc
الى شايف سعد لمجرد احسن مطرب الوطن العربي يخبط لايك ويقول هوا فين,positive,arabe,maroc
موردا أنه السنة الماضية تم إيواء عدد المتشردين المراكز بالتزامن تواجد الملك بفاس يطردوا مغادرة الملك للمدينة,negative,arabe,maroc
اللهم أسقنا غيثا نافعا أرحم الراحمين,positive,arabe,maroc
slmm howa lighadi iqadmm,neutral,latin,maroc
مو لاقى اليك وصف موهرة قلبى,positive,arabe,maroc
raja khrjat f hq min,neutral,latin,maroc
نادي قضاة المغرب لوزير العدل وهبي مافهمناش علاش هاد التعتيم مشاريع تعديل القوانين التنظيمية ديال السلطة القضائية,neutral,arabe,maroc
فرانساوي أصول دزايرية روشيرشي أنتربول طاح فالمغرب عندو علاقة بشبكات الاتجار الدولي فالمخدرات وتبييض الفلوس,neutral,arabe,maroc
الله يبقي علينا ستر الله اما الفضائحلو كانت حقيقية فاننا أصبحنا نعيش ماخور كبير,negative,arabe,maroc
وفين الحق الدولة المواطن العيش الكريم الشغل الصحة التعليم,negative,arabe,maroc
للاسف النهاري وغيره التكفيريين اخترقوا نسيجنا الاشعري وبداوا يكفرون ويحرمون ميزاجهم,negative,arabe,maroc
عواشر مبروكة لجميع المسلمين,positive,arabe,maroc
dawman kbira samiha hbiba matdiha fhadra wahed nmuut alik ana w nti mamhtajach tnafqi mahbuba andna,positive,latin,maroc
kayn noukhala o chair,negative,latin,maroc
لاعب ضعيف جداا غيرة لديه دينه وعروبته الحال المغرب والجزاير اخوة,negative,arabe,maroc
baz hadchi li rangoul ema li fih chi vice ra fih siro taçaw lah f lbnt,negative,latin,maroc
وزير الخارجية الإسباني دار اجتماع رئيس حكومة مليلية باش يحسمو فتاريخ فتح المعابر الحدودية,neutral,arabe,maroc
أعشـقـك مـلكي تكــون وحيثما تكــون,positive,arabe,maroc
ahlaa wa sahla fiki b lmaghreb rah tnawrih bjamalek,positive,latin,maroc
دخول برلماني سخون كيساين الحكومة السنتيسي لـكَود الأوراش اللي غنبداوها فهاد الدورة وبغينا تفاعل وحضور أكبر للوزرا فالجلسات والمشاريع الحالية اللي كتدارس تقريبا كلها تحالت الحكومة السابقة,neutral,arabe,maroc
raph najm fqloubna machi ghir blaarqam howa najm fayouna wakha ykon aando ghir a followers,positive,latin,maroc
بقيتيش كتبرد ليا قلبي وليتي كتنازل بزاف هدا شيم المسلم الحقيقي,negative,arabe,maroc
أزيلال رجال يحبون الرجال وأنت أخي بنكيران الرجال نتمنى التوفيق والنجاح تحقيق العدالة الاجتماعية والاقتصادية والسياسية والله ينصرك أعداء الدنيا الدين,positive,arabe,maroc
dima dima rrajaj bidawi,positive,latin,maroc
hh choufou liya chi oghniya maa confiture aicha,neutral,latin,maroc
زلزال الصحة النيابة العامة تفاصيل إيداع مسؤول فالسجن ضمن مشتبه فيهم وإغلاق الحدود لوحدين آخرين تلاعبو بالصفقات وضربو اللعاقة المال العام وها التهم الموجهة ليهم,neutral,arabe,maroc
عشرات الأطنان المحروقات نوضو استنفار أمني فالمحمدية كيفاش طاح ريزو كيشفر ويبيع فالنوار,neutral,arabe,maroc
التسعيرة غالية بزاف استطاعة الجميع رغم انهم يغلفونها بالجودة وعلاقتها بعدد حوادث السير المرتفع,negative,arabe,maroc
o mal mou gaa rajain lyamat labid sawfa tarawn hh,neutral,latin,maroc
التشطيب عدل موثق معروف فالناظور متورط فتزوير وثائق رسمية وهرف عدد العقارات,neutral,arabe,maroc
bhal walo hadouk rah hacharat yaani ymchiw yhajmohom tani lmohim yarab hanan matbqach tgol,neutral,latin,maroc
يدعوا لاغراق البلاد واش هدا يكون رئيس الحكومة حشومة وعيب والله تكون شوهة كبيرة والمغرب يرجع عام الى وراء لاحولة ولاقوة الا بالله العلي العظيم,negative,arabe,maroc
rafaqo lghaybouba chuiya db knt knshab dayrin lihom chi moubid,negative,latin,maroc
الناس كاتاكل العصا قدام البرلمان وأنتوما ملاهينا بالمونيكة,negative,arabe,maroc
hadchi machi weqto daba a khtibatman andha machakil tdekhloch rasskom w ibtissam fiha w kheliw li bgha yqol chi yqolo,neutral,latin,maroc
للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام للبام,negative,arabe,maroc
dkhlat liha fertoto nifha milfaya ara dak tinifoul ndir story,neutral,latin,maroc
المغرب بروجي جديد للسياسة الدوائية وايت الطالب طلق المشروع بتعاون منظمة الصحة العالمية,neutral,arabe,maroc
dima dima khess ikoun chi wahed li kherrej din asahbi dkhel fi souq rassek asahbi khello dak din aendek fi darek asahbi aendek may dar khessek tehder ghir ala din tfou ala bnadem tfou,negative,latin,maroc
لقد تسبب الواقع المؤلم نفوري العربية، تمثل رمزاً رموز القهر والاستبداد,negative,arabe,maroc
المنظمة الديمقراطية للعدل خاص تعديل النظام الأساسي لموظفي كتابة الضبط يكون شامل وكنطالبو بافتحاص مالية وممتلكات جمعية الأعمال الاجتماعية للقضاة وموظفي العدل,neutral,arabe,maroc
betty hna farhanin lik bzzf ollah iwafqlh ohna maak f kolchi mziwna olkhayba okanastanaw inzal duo we love youu,positive,latin,maroc
هه شكراً الحبيبة,positive,arabe,maroc
matbkhlich alina wakha maart fin katiho ala had laqatat hh,neutral,latin,maroc
لبنكيرن وسأصوت مرة أخرى لحزب العدالة والتنمية لأن الفساد هده البلاد يحتاج سنوات لإزالته للديمقراطية صوت الشعب,positive,arabe,maroc
nanah gha tlaeb maana mzn o maghatbqach tkhesser kora,neutral,latin,maroc
حقيقة السياسة، الكل يلعب دور الذئب,negative,arabe,maroc
lffannana ibtissam tiiskaat o lmaallem saad lmjarred finhom,neutral,latin,maroc
اتفاقية لاهاي الخاصة بالنفقة فالخارج لفائدة الوليدات قدام مجلس الحكومة,neutral,arabe,maroc
kandoun ouii hit mhat aandha a jours hadi mlqathach o rejaat aandhaa,neutral,latin,maroc
محمد سلمان الصهيوني خادم الصهاينة الوفي بإذن الله تعالى سيكون زوال ملك آل سلول علي يديه,negative,arabe,maroc
الف مليون مبروك عقبال جايزة احسن لاعب فى افريقيا الكاف احسن لاعب فى الدورى,positive,arabe,maroc
المغرب وصف حليفو الجديد بقوات الاحتلال ودان اقتحامها للمسجد الاقصى وحتج مكتب اسرائيل فالرباط,neutral,arabe,maroc
